Istasyon_No,Istasyon_Adi,YIL,AY,ORTALAMA_SICAKLIK_°C
7538,BUCAK BURDUR,1984,12,4.1
7538,BUCAK BURDUR,1984,13,14.3
7538,BUCAK BURDUR,1985,1,6.2
7538,BUCAK BURDUR,1985,2,1.1
7538,BUCAK BURDUR,1985,3,6.7
7538,BUCAK BURDUR,1985,4,12.7
7538,BUCAK BURDUR,1985,5,17.9
7538,BUCAK BURDUR,1985,6,22.1
7538,BUCAK BURDUR,1985,7,25.3
7538,BUCAK BURDUR,1985,8,26.7
7538,BUCAK BURDUR,1985,9,22.0
7538,BUCAK BURDUR,1985,10,13.3
7538,BUCAK BURDUR,1985,11,11.2
7538,BUCAK BURDUR,1985,12,5.3
7538,BUCAK BURDUR,1985,13,14.3
7538,BUCAK BURDUR,1986,1,5.4
7538,BUCAK BURDUR,1986,2,6.1
7538,BUCAK BURDUR,1986,3,9.3
7538,BUCAK BURDUR,1986,4,14.5
7538,BUCAK BURDUR,1986,5,15.5
7538,BUCAK BURDUR,1986,6,21.7
7538,BUCAK BURDUR,1986,7,27.0
7538,BUCAK BURDUR,1986,8,26.7
7538,BUCAK BURDUR,1986,9,21.8
7538,BUCAK BURDUR,1986,10,15.1
7538,BUCAK BURDUR,1986,11,7.2
7538,BUCAK BURDUR,1986,12,4.3
7538,BUCAK BURDUR,1986,13,14.6
7538,BUCAK BURDUR,1987,1,4.7
7538,BUCAK BURDUR,1987,2,6.2
7538,BUCAK BURDUR,1987,3,3.8
7538,BUCAK BURDUR,1987,4,10.0
7538,BUCAK BURDUR,1987,5,15.4
7538,BUCAK BURDUR,1987,6,21.8
7538,BUCAK BURDUR,1987,7,26.3
7538,BUCAK BURDUR,1987,8,25.3
7538,BUCAK BURDUR,1987,9,22.5
7538,BUCAK BURDUR,1987,10,14.8
7538,BUCAK BURDUR,1987,11,8.4
7538,BUCAK BURDUR,1987,12,5.7
7538,BUCAK BURDUR,1987,13,13.8
7538,BUCAK BURDUR,1988,1,4.9
7538,BUCAK BURDUR,1988,2,4.9
7538,BUCAK BURDUR,1988,3,5.7
7538,BUCAK BURDUR,1988,4,12.7
7538,BUCAK BURDUR,1988,5,17.9
7538,BUCAK BURDUR,1988,6,22.4
7538,BUCAK BURDUR,1988,7,27.4
7538,BUCAK BURDUR,1988,8,25.8
7538,BUCAK BURDUR,1988,9,21.8
7538,BUCAK BURDUR,1988,10,14.4
7538,BUCAK BURDUR,1988,11,6.7
7538,BUCAK BURDUR,1988,12,5.7
7538,BUCAK BURDUR,1988,13,14.2
7538,BUCAK BURDUR,1989,1,2.0
7538,BUCAK BURDUR,1989,2,4.1
7538,BUCAK BURDUR,1989,3,9.5
7538,BUCAK BURDUR,1989,4,15.9
7538,BUCAK BURDUR,1989,5,17.4
7538,BUCAK BURDUR,1989,6,21.5
7538,BUCAK BURDUR,1989,7,26.4
7538,BUCAK BURDUR,1989,8,25.9
7538,BUCAK BURDUR,1989,9,21.3
7538,BUCAK BURDUR,1989,10,13.5
7538,BUCAK BURDUR,1989,11,9.0
7538,BUCAK BURDUR,1989,12,4.8
7538,BUCAK BURDUR,1989,13,14.3
7538,BUCAK BURDUR,1990,1,2.4
7538,BUCAK BURDUR,1990,2,4.7
7538,BUCAK BURDUR,1990,3,8.8
7538,BUCAK BURDUR,1990,4,12.5
7538,BUCAK BURDUR,1990,5,16.6
7538,BUCAK BURDUR,1990,6,22.1
7538,BUCAK BURDUR,1990,7,27.1
7538,BUCAK BURDUR,1990,8,25.7
7538,BUCAK BURDUR,1990,9,21.0
7538,BUCAK BURDUR,1990,10,15.9
7538,BUCAK BURDUR,1990,11,10.2
7538,BUCAK BURDUR,1990,12,6.5
7538,BUCAK BURDUR,1990,13,14.5
7538,BUCAK BURDUR,1991,1,3.4
7538,BUCAK BURDUR,1991,2,4.5
7538,BUCAK BURDUR,1991,3,10.0
7538,BUCAK BURDUR,1991,4,12.2
7538,BUCAK BURDUR,1991,5,14.9
7538,BUCAK BURDUR,1991,6,23.0
7538,BUCAK BURDUR,1991,7,25.3
7538,BUCAK BURDUR,1991,8,25.8
7538,BUCAK BURDUR,1991,9,21.1
7538,BUCAK BURDUR,1991,10,15.4
7538,BUCAK BURDUR,1991,11,8.9
7538,BUCAK BURDUR,1991,12,2.4
7538,BUCAK BURDUR,1991,13,14.0
7538,BUCAK BURDUR,1992,1,1.5
7538,BUCAK BURDUR,1992,2,0.7
7538,BUCAK BURDUR,1992,3,5.8
7538,BUCAK BURDUR,1992,4,12.2
7538,BUCAK BURDUR,1992,5,16.2
7538,BUCAK BURDUR,1992,6,21.1
7538,BUCAK BURDUR,1992,7,23.5
7538,BUCAK BURDUR,1992,8,25.3
7538,BUCAK BURDUR,1992,9,20.2
7538,BUCAK BURDUR,1992,10,17.1
7538,BUCAK BURDUR,1992,11,8.4
7538,BUCAK BURDUR,1992,12,2.4
7538,BUCAK BURDUR,1992,13,12.9
7538,BUCAK BURDUR,1993,1,0.4
7538,BUCAK BURDUR,1993,2,2.8
7538,BUCAK BURDUR,1993,3,6.8
7538,BUCAK BURDUR,1993,4,12.0
7538,BUCAK BURDUR,1993,5,14.9
7538,BUCAK BURDUR,1993,6,21.7
7538,BUCAK BURDUR,1993,7,25.7
7538,BUCAK BURDUR,1993,8,26.4
7538,BUCAK BURDUR,1993,9,21.4
7538,BUCAK BURDUR,1993,10,17.0
7538,BUCAK BURDUR,1993,11,7.9
7538,BUCAK BURDUR,1993,12,6.7
7538,BUCAK BURDUR,1993,13,13.7
7538,BUCAK BURDUR,1994,1,6.2
7538,BUCAK BURDUR,1994,2,5.3
7538,BUCAK BURDUR,1994,3,8.1
7538,BUCAK BURDUR,1994,4,13.9
7538,BUCAK BURDUR,1994,5,18.0
7538,BUCAK BURDUR,1994,6,22.8
7538,BUCAK BURDUR,1994,7,26.2
7538,BUCAK BURDUR,1994,8,26.2
7538,BUCAK BURDUR,1994,9,23.7
7538,BUCAK BURDUR,1994,10,16.9
7538,BUCAK BURDUR,1994,11,8.2
7538,BUCAK BURDUR,1994,12,3.5
7538,BUCAK BURDUR,1994,13,15.0
7538,BUCAK BURDUR,1995,1,5.2
7538,BUCAK BURDUR,1995,2,6.8
7538,BUCAK BURDUR,1995,3,7.5
7538,BUCAK BURDUR,1995,4,10.9
7538,BUCAK BURDUR,1995,5,17.4
7538,BUCAK BURDUR,1995,6,23.5
7538,BUCAK BURDUR,1995,7,24.3
7538,BUCAK BURDUR,1995,8,25.4
7538,BUCAK BURDUR,1995,9,21.8
7538,BUCAK BURDUR,1995,10,14.8
7538,BUCAK BURDUR,1995,11,6.5
7538,BUCAK BURDUR,1995,12,6.1
7538,BUCAK BURDUR,1995,13,14.3
7538,BUCAK BURDUR,1996,1,3.4
7538,BUCAK BURDUR,1996,2,6.2
7538,BUCAK BURDUR,1996,3,6.4
7538,BUCAK BURDUR,1996,4,10.2
7538,BUCAK BURDUR,1996,5,19.2
7538,BUCAK BURDUR,1996,6,23.2
7538,BUCAK BURDUR,1996,7,27.5
7538,BUCAK BURDUR,1996,8,26.3
7538,BUCAK BURDUR,1996,9,20.4
7538,BUCAK BURDUR,1996,10,13.6
7538,BUCAK BURDUR,1996,11,10.7
7538,BUCAK BURDUR,1996,12,8.0
7538,BUCAK BURDUR,1996,13,14.6
7538,BUCAK BURDUR,1997,1,5.5
7538,BUCAK BURDUR,1997,2,3.9
7538,BUCAK BURDUR,1997,3,5.5
7538,BUCAK BURDUR,1997,4,8.4
7538,BUCAK BURDUR,1997,5,19.1
7538,BUCAK BURDUR,1997,6,22.4
7538,BUCAK BURDUR,1997,7,26.1
7538,BUCAK BURDUR,1997,8,23.7
7538,BUCAK BURDUR,1997,9,20.2
7538,BUCAK BURDUR,1997,10,14.9
7538,BUCAK BURDUR,1997,11,10.0
7538,BUCAK BURDUR,1997,12,6.3
7538,BUCAK BURDUR,1997,13,13.9
7538,BUCAK BURDUR,1998,1,4.4
7538,BUCAK BURDUR,1998,2,6.2
7538,BUCAK BURDUR,1998,3,5.5
7538,BUCAK BURDUR,1998,4,13.6
7538,BUCAK BURDUR,1998,5,16.9
7538,BUCAK BURDUR,1998,6,22.8
7538,BUCAK BURDUR,1998,7,27.8
7538,BUCAK BURDUR,1998,8,28.6
7538,BUCAK BURDUR,1998,9,21.6
7538,BUCAK BURDUR,1998,10,16.7
7538,BUCAK BURDUR,1998,11,11.8
7538,BUCAK BURDUR,1998,12,5.9
7538,BUCAK BURDUR,1998,13,15.2
17891,GÖLHİSAR,2004,1,1.6
17891,GÖLHİSAR,2004,2,3.4
17891,GÖLHİSAR,2004,3,7.4
17891,GÖLHİSAR,2004,4,10.7
17891,GÖLHİSAR,2004,5,15.0
17891,GÖLHİSAR,2004,6,19.6
17891,GÖLHİSAR,2004,7,22.7
17891,GÖLHİSAR,2004,8,21.8
17891,GÖLHİSAR,2004,9,15.6
17891,GÖLHİSAR,2004,10,11.9
17891,GÖLHİSAR,2004,11,7.5
17891,GÖLHİSAR,2004,12,3.1
17891,GÖLHİSAR,2005,1,3.0
17891,GÖLHİSAR,2005,2,2.4
17891,GÖLHİSAR,2005,3,6.8
17891,GÖLHİSAR,2005,4,10.8
17891,GÖLHİSAR,2005,5,15.3
17891,GÖLHİSAR,2005,6,19.1
17891,GÖLHİSAR,2005,7,22.8
17891,GÖLHİSAR,2005,8,22.4
17891,GÖLHİSAR,2005,9,17.3
17891,GÖLHİSAR,2005,10,8.5
17891,GÖLHİSAR,2005,11,5.7
17891,GÖLHİSAR,2005,12,3.9
17891,GÖLHİSAR,2005,13,11.6
17891,GÖLHİSAR,2006,1,1.0
17891,GÖLHİSAR,2006,2,3.4
17891,GÖLHİSAR,2006,3,6.6
17891,GÖLHİSAR,2006,4,11.4
17891,GÖLHİSAR,2006,5,10.4
17891,GÖLHİSAR,2006,6,18.8
17891,GÖLHİSAR,2006,7,21.4
17891,GÖLHİSAR,2006,8,23.8
17891,GÖLHİSAR,2006,9,19.9
17891,GÖLHİSAR,2006,10,12.7
17891,GÖLHİSAR,2006,11,5.2
17891,GÖLHİSAR,2006,12,1.5
17891,GÖLHİSAR,2007,1,1.6
17891,GÖLHİSAR,2007,2,3.5
17891,GÖLHİSAR,2007,3,6.6
17891,GÖLHİSAR,2007,4,8.9
17891,GÖLHİSAR,2007,5,16.7
17891,GÖLHİSAR,2007,6,20.5
17891,GÖLHİSAR,2007,7,23.7
17891,GÖLHİSAR,2007,8,23.8
17891,GÖLHİSAR,2007,9,18.1
17891,GÖLHİSAR,2007,10,13.3
17891,GÖLHİSAR,2007,11,0.0
17891,GÖLHİSAR,2007,12,0.0
17891,GÖLHİSAR,2007,13,11.9
17891,GÖLHİSAR,2008,1,0.1
17891,GÖLHİSAR,2008,2,1.4
17891,GÖLHİSAR,2008,3,8.9
17891,GÖLHİSAR,2008,4,12.0
17891,GÖLHİSAR,2008,5,15.0
17891,GÖLHİSAR,2008,6,21.4
17891,GÖLHİSAR,2008,7,23.6
17891,GÖLHİSAR,2008,8,24.2
17891,GÖLHİSAR,2008,9,18.5
17891,GÖLHİSAR,2008,10,11.6
17891,GÖLHİSAR,2008,11,8.3
